raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,is_strict_flp_like,review_reason,review_id,decision,in_old_train
Cc1cc(C)c(C2C[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)[P+]2(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(C2C[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)[P+]2(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(C2C[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)[P+]2(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,53,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R048,keep_reference,False
Cc1cc(C)c(C2C[B-](c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)[P+]2(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(C2C[B-](c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)[P+]2(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(C2C[B-](c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)[P+]2(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,53,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R049,keep_reference,True
Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CC([Si](C)(C)C)[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CC([Si](C)(C)C)[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CC([Si](C)(C)C)[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,[],0,48,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R050,keep_reference,False
Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CC([Si](C)(C)C)[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CC([Si](C)(C)C)[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CC([Si](C)(C)C)[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,[],0,48,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R051,keep_reference,False
C[Si](C)(C)C1C[P+](c2ccccc2)(c2ccccc2)[B-]1(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,True,C[Si](C)(C)C1C[P+](c2ccccc2)(c2ccccc2)[B-]1(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C[Si](C)(C)C1C[P+](c2ccccc2)(c2ccccc2)[B-]1(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[],True,[],0,42,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R052,keep_reference,False
C[Si](C)(C)C1C[P+](c2ccccc2)(c2ccccc2)[B-]1(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,True,C[Si](C)(C)C1C[P+](c2ccccc2)(c2ccccc2)[B-]1(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C[Si](C)(C)C1C[P+](c2ccccc2)(c2ccccc2)[B-]1(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[],True,[],0,42,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R053,keep_reference,False
CC(C)(C)[P+]1(C(C)(C)C)CCCC1C[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,True,CC(C)(C)[P+]1(C(C)(C)C)CCCC1C[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC(C)(C)[P+]1(C(C)(C)C)CCCC1C[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[],True,[],0,48,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'phosphonium']",no_LA_LB,,False,"borate, phosphonium",R054,keep_reference,True
CC(C)(C)[P+]1(C(C)(C)C)CCCC1C[B-](c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,True,CC(C)(C)[P+]1(C(C)(C)C)CCCC1C[B-](c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)(C)[P+]1(C(C)(C)C)CCCC1C[B-](c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[],True,[],0,48,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'phosphonium']",no_LA_LB,,False,"borate, phosphonium",R055,keep_reference,False
CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,True,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,[],True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_aromatic_N'],[],['direct_B_N_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_N_bond,R056,keep_reference,False
CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,True,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,[],True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_aromatic_N'],[],['direct_B_N_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_N_bond,R057,keep_reference,True
CB1N2C(=CN3CCC(C)(C)N=C32)CCC1(C)C,True,CB1N2C(=CN3CCC(C)(C)N=C32)CCC1(C)C,CB1N2C(=CN3CCC(C)(C)N=C32)CCC1(C)C,[],True,[],0,18,True,True,True,True,['LA_B_tricoordinate'],['LB_amine'],[],['direct_B_N_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_N_bond,R058,discard,True
C1CC2CCCC(C1)B2N1CCCN2CCCN=C21,True,C1CC2CCCC(C1)B2N1CCCN2CCCN=C21,C1CC2CCCC(C1)B2N1CCCN2CCCN=C21,[],True,[],0,19,True,True,True,True,['LA_B_tricoordinate'],['LB_amine'],[],['direct_B_N_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_N_bond,R059,discard,False
C1CCC(B(C2CCCCC2)N2CCCN3CCCN=C32)CC1,True,C1CCC(B(C2CCCCC2)N2CCCN3CCCN=C32)CC1,C1CCC(B(C2CCCCC2)N2CCCN3CCCN=C32)CC1,[],True,[],0,23,True,True,True,True,['LA_B_tricoordinate'],['LB_amine'],[],['direct_B_N_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_N_bond,R060,discard,False
CC(C)N(B(N(C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)C(C)C,True,CC(C)N(B(N(C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)C(C)C,CC(C)N(B(N(C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)C(C)C,[],True,[],0,24,True,True,True,True,['LA_B_tricoordinate'],"['LB_amine', 'LB_phosphine']",[],"['direct_B_N_bond', 'direct_B_P_bond']",LA_LB_with_negative_flags,1.0,False,"direct_B_N_bond, direct_B_P_bond",R061,discard,False
CC1CCC(C)P1B(C(F)(F)F)C(F)(F)F,True,CC1CCC(C)P1B(C(F)(F)F)C(F)(F)F,CC1CCC(C)P1B(C(F)(F)F)C(F)(F)F,[],True,[],0,16,True,True,True,True,['LA_B_tricoordinate'],['LB_phosphine'],[],['direct_B_P_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_P_bond,R062,keep_reference,False
Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)P(C2CCCCC2)C2CCCCC2)c(F)c1F,True,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)P(C2CCCCC2)C2CCCCC2)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)P(C2CCCCC2)C2CCCCC2)c(F)c1F,[],True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],['direct_B_P_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_P_bond,R063,keep_reference,False
Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)P(C2CCCCC2)C2CCCCC2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)P(C2CCCCC2)C2CCCCC2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)P(C2CCCCC2)C2CCCCC2)c(Cl)c1Cl,[],True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],['direct_B_P_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_P_bond,R064,keep_reference,False
CC(C)(C)P(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,True,CC(C)(C)P(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,CC(C)(C)P(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,[],True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],['direct_B_P_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_P_bond,R065,keep_reference,True
CC(C)(C)P(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,True,CC(C)(C)P(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)(C)P(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,[],True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],['direct_B_P_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_P_bond,R066,keep_reference,True
Cc1cc(C)c(B2c3cccc4cccc(c34)P2c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(B2c3cccc4cccc(c34)P2c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B2c3cccc4cccc(c34)P2c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],['direct_B_P_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_P_bond,R067,keep_reference,True
c1ccc(B2c3cccc4cccc(c34)P2c2ccccc2)cc1,True,c1ccc(B2c3cccc4cccc(c34)P2c2ccccc2)cc1,c1ccc(B2c3cccc4cccc(c34)P2c2ccccc2)cc1,[],True,[],0,24,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],['direct_B_P_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_P_bond,R068,keep_reference,True
Cc1ccc(B2c3cccc4cccc(c34)P2c2ccc(C)cc2C)c(C)c1,True,Cc1ccc(B2c3cccc4cccc(c34)P2c2ccc(C)cc2C)c(C)c1,Cc1ccc(B2c3cccc4cccc(c34)P2c2ccc(C)cc2C)c(C)c1,[],True,[],0,28,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],['direct_B_P_bond'],LA_LB_with_negative_flags,1.0,False,direct_B_P_bond,R069,keep_reference,True
Cc1cc(C)c(P(Bc2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P(Bc2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(Bc2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,38,True,True,False,True,[],['LB_phosphine'],[],['direct_B_P_bond'],LB_only,,False,direct_B_P_bond,R070,keep_reference,False
FC(F)(F)c1cc(C(F)(F)F)c(BP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,True,FC(F)(F)c1cc(C(F)(F)F)c(BP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,FC(F)(F)c1cc(C(F)(F)F)c(BP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,[],True,[],0,32,True,True,False,True,[],['LB_phosphine'],[],['direct_B_P_bond'],LB_only,,False,direct_B_P_bond,R071,keep_reference,True
CC(C)OP(=O)(C=[C](c1ccccc1)[Ge]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1)OC(C)C,True,CC(C)OP(=O)(C=[C](c1ccccc1)[Ge]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1)OC(C)C,CC(C)OP(=O)(C=[C](c1ccccc1)[Ge]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1)OC(C)C,[],True,[],0,37,True,True,False,False,[],[],['LB_P_chalcogenide'],['phosphine_oxide_or_sulfide'],no_LA_LB,,False,phosphine_oxide_or_sulfide,R072,discard,False
