raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,is_unique_valid,generation_count,snn_to_train,novel_vs_train,novel_vs_all_seed,novel_vs_templates,novel_vs_all_reference,stereo_novel_vs_train,stereo_novel_vs_all_reference,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,no_negative_flags,is_strict_flp_like,is_novel_flp_like,is_final_candidate
CC(C)(C)cc(C)c2c(Cl)c(Cl)c(Cl)c(Cl)c(C)c1c(F)c(F)c1F,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CN1c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c1c(Cl)c(Cl)c1Cl)P(c2c(Cl)c1Cl)P(c2cccc4)c23)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2c1N(C)C)cc2C)cc3C)C(C)(C)[P+]1(C(C)(C)P(c1c(F)c(,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)P(c2cccc1)C2B(c2c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)cc2C)c(P(CCB(c1c(F)c(F)c(F)c(F)c(F)c(F)c2c(Cl)c(Cl)c3c(F)c(F)c(F)c(F)c(B(c2c(C)c(P(c4c(Cl)c2Cl)C2(c2cccccc2)c(F)c(,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc3)C[B-](c3c(F)c(F)c(F)c(F)c(F)c2c(C)c(-c2c-3cccc2P(C2=C3CCCC2)C(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)B(c1ccc(OB(c2ccccccc3)C=C2B(c2cccc3B(c3c(Cl)c(Cl)c(C)cc(C)cc(C)c2cccc3N(Cc3cccc1B(c1cccc3C2(C)cc3C)c2c(Cl)c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)c2c(C)cc3C)c3c(F)c1c(F)c(B(Cc2ccccccc2)c2c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c2C)c2c(Cl)c(C)cc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(-c3ccccc23)c(C)cc1C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)C)cc(C(=CCB(c1c(Cl)c(B(c4c(Cl)c(Cl)c(Cl)c3cccc(B(c2c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c(F)c3c(F)c(F)c(F)c2c(F)c(F)c(F)c(F)c(F)c1F,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c(P(c2c(Cl)c1Cl)c(C)cc2C)c2c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)cc(C)cc2C)c(B(c2c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c3ccccc3c4c(F)c2c(Cl)c(C,False,,,"['reached_max_length', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)CB(c2c(F)c3F)C2CCCC2)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(P(c3c(Cl)c(Cl)c(B(c2cccc2N3Cc2cccc2N(Cc3ccccc3c2-c2cccc3B(c3cccc2c1-c1c(Cl)c(Cl)c(Cl)c2Cl)C(c3c(Cl)c(Cl)c2cccc3)cc2C)c(P(CCB(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(B(c2c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)P(c1cccccc3B(c3c(F)c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Bc1ccccc3C)c(B(c2c(F)c(F)c(F)c(F)c1c(Cl)c2c1-c1c(F)c(F)c(F)c(F)c(F)c(F)c2F)C2CCC1(C)COCC(C)(C)N(C)C)CCCC(C)(C)C)N1C(C)(C)P(CB(c1c(F)c4F)c4F)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
c1cc(C)c1,True,CC1=CC=C1,CC1=CC=C1,[],False,3,0.12121212121212122,True,True,True,True,True,True,False,['too_small'],0.0,5.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(C)cc(C)c1,True,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,[],True,2,0.25,True,True,True,True,True,True,False,['too_small'],0.0,9.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cccc4)c23)c(C)c(Cl)c3c(Cl)c3Cl)c3cccccc2)c(F)c(F)c2F)ccccc21,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c(F)c(F)c(B(c2cc(C)cc(C)cc(C)c(Cl)c(Cl)c(Cl)c2Cl)c1c(F)c(F)c(F)c(B(c4c(Cl)c(Cl)c3Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C,True,CC(C)(C)C,CC(C)(C)C,[],False,8,0.15,True,True,True,True,True,True,False,['too_small'],0.0,5.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC1(C)C)cccc2N(Cc3ccccc2)C1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)N1Cc1cc(C)cc2C)C2CCCC1(C)CCCCCP(c1c(F)c2ccccc2N3Cc2ccccccc(B(C(=C(B(c3c(Cl)c(Cl)c3c(Cl)c(Cl)c2cccc2-3)c2cccc(C)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)c2cccc1)CB(c2c(F)c(F)c(F)c(F)c(F)c(BP(c2c(F)c(F)c(F)c1F)c1F)CP(c2cccc32)c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCC1C[B-](c1c(Cl)c3cccc1)c1cccc3C2(C)C)n(B(c2c(F)c(F)c2c(C)cc2C)c(Cl)c(Cl)c2Cl)c(C)cc(C)cc1C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)C)B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(B(c1c(F)c([P+]1(c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(C)cc(C(F)(F)F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)cc(C)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3F)c3c2CCCC3)c2c(Cl)c(Cl)c2Cl)P(c2c(F)c(F)c1)C(CB(c1cc(C)cc(C(F)(F)F)c1)C2B(c2cccc32)c(C)cc(C)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)n1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c3F)c3F)ccccc3)c2c(C)c2c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)[P+]1(C(C)(B(c2c(Cl)c(Cl)c(Cl)c2ccccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc2)P(c2cccc4)c4c(Cl)c(Cl)c1Cl)C2CCCCCC2P(c2c(Cl)c2c(C)cc2C)c(Cl)c(Cl)c(B(c2cccc3cccc1)P(c1c(B(c3c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(Cl)c1Cl)c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c2C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)c1c(F)c2cccc4ccccc1)c1cccc(C)c1c(F)c(F)c3c(C)cc(C)cc2C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)cc(C)c(Cl)c(Cl)c(Cl)c(Cl)c3c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F),False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C)cc1)P(c1c(C)cc2C)c2ccccc2)c2cccc2B2Oc3cccc1)B(c2c(F)c1)CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)C1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(B(c3c(F)c(F)c(F)c(F)c(F)c4cccc3)c3cccc1P(c1c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c1F)CP(c1c(Cl)c(Cl)c2Cl)c(Cl)c(C)cc1)c1c(F)c2F)c2F)[P+]2(c3c(F)c(F)c(F)c(B(c3c(F)c(F)c2cccc2)c2c(Cl)c(C)cc2C)c(BP(c2c(F)c(F)c2F)C2CC(P(c2cccc3C)C(B(c2c(Cl)c(C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C,True,CC(C)(C)C,CC(C)(C)C,[],False,8,0.15,True,True,True,True,True,True,False,['too_small'],0.0,5.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1ccc(C)cc(C)cc(C)cc(B(c1c(Cl)c2cc(C)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c2Cl)CP(c1c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c(P(c2cccccc3)c3c2-c2cccc2)c2c(F)c(F)c1F,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)N1Cc1cc(C)c(Cl)c(C(F)(F)F)cc(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C)B(c1c(Cl)c(Cl)c2c(C)cc2C)c2ccccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)C2CC(P(c2c(C)c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c2c(C)cc2C)c(Cl)c(Cl)c(Cl)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c2c(F)c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2C)c2P2CCCC2N2CCCC2N2CCCC3C(c3c(F)c(F)c(F)c(F)c(B(c2ccccc2N(c2c(F)c(F)c(F)c(Cl)c(C)c(P(c2c(F)c(F)c(F)c(F)c(F)c(F)c1F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c3)c3c(Cl)c(B(Cc2cccc2)CCCC3)c2c(F)c(F)c2F)c2F)c2ccccc2P(C2=CC(c3cccc4)c23)c(Cl)c(Cl)c(Cl)c1c(F)c(F)c2c1Oc1c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C(F)(F)F)cccccc3)c3cccccc(B(c3ccccc2B2OCC(C)(C)[P+]2(c2cccc3c2-c2c-3cccc(c34)P2c2c(C)c(Cl)c2Cl)c(Cl)c3Cl)c1Cl,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)cc2C)c(-c2cccc3c2-c2c-3cccc1,False,,,['parse_failure'],False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(C)cc2C)c(Cl)c(Cl)c(Cl)c1c(Cl)c(Cl)c2c(C)c(P(C2=CC(C3)C2P(c2c(Cl)c(Cl)c(Cl)c2Cl)c2Cl)n1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc1)c1c(C)c(Cl)c(Cl)c(C)cc2C)c(Cl)c3ccccc2)c2c(Cl)c(C)cc1)c1c(F)c3)c3c(Cl)c2cccc1B(c1c(C)c1c(Cl)c2cccc3)c3cccc2)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(c34)P2c2c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c3Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1P(C1CC(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C(C)(C)c(Cl)c(Cl)c2Cl)n1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1C(c1c(F)c(F)c(F)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1c(F)c(F)c2F)cc(-c2cccc3B(c3c(F)c2cccc2)c2c(Cl)c(Cl)c(Cl)c(B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1)C(C)(,False,,,"['reached_max_length', 'unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)CCCCCC(C)C)cc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc3)c3c(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(B(c2c(F)c1F)C(C)(C)c(-c2c(C)cc(C)cc(B(CCP(CCCC(C)(C)C[B-]2(c2c(Cl)c2cccc4)c4c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)cc2C)cc(C(F)(F)F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)cc(C(C)P(CB(c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3c(C)cc2B2Oc3ccccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)cc(CCC(C(CB(c2cccc3c2-c2c-3cccc2)c2c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(Cl)c(Cl)c1Cl)c(Cl)c3Cl)c2c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c2cccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(C)cc2C)c2c(F)c(F)c2F)c2F)n1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c2F)c2c(C)cc(C)cc(-c3cccccc3c2oc2c(C)cc(C)cc2C)c23)c(Cl)c(Cl)c2Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)cc(C)cc3C)=C3CCCCCCC2(C)C)B(c1c(F)c2ccccc3)c3c(Cl)c2Cl)n1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc5)c24)CC3)C2P(c2cccc3)c3c(Cl)c(C)cc(C)c(P(CC(c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)cc(C)cc1C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)B(c2c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc1C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc4cccccccc3C)c3c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c([P+]2(c3c(c2P(c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2C)c2c(C)c(Cl)c3Cl)c2cccccc(B(c2c(B(CC(C)CB(c1c(Cl)c(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1cccc1P(C(C)(C)C)cc(C)c(C)c(P(CCB(c2c(Cl)c(Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(CCP(c1c(F)c([B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(B(c2c(C)c2c(Cl)c4Cl)c(Cl)c(Cl)c4ccccccc3ccccc2)c2c(C)cc2C)c(Cl)c(Cl)c3Cl)CP(C(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc2C)c2c(F)c(F)c(F)c(F)c3F)c3F)c(F)c3F)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2B2Oc3cccc2)c2c(F)c(F)c(F)c(F)c(F)c(F)c(B(c3c(F)c(F)c(F)c2F)c2F)c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c2c(Cl)c(Cl)c(Cl)c2c(Cl)c2Cl)c(Cl)c(Cl)c3c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
c1cccc2)c2c(C)cc(C(CB(c1c(Cl)c(Cl)c1ccc(P(c2c(C)cc(C)cc(B(c1cc(C)c2cccccccc2)OC1(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C3)C2P(c2c(F)c(B(c3ccccc3)c3c(C(F)(F)F)c1cc(C)cc(C)c(Cl)c2Cl)C2(C)C)C(c1cc(CCCC2(C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2cccccccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c1,True,CC1=CC(C)=C1,CC1=CC(C)=C1,[],False,29,0.13043478260869565,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC(C)(C)P(B(c1c(F)c(F)c(F)c(C)cc(C)cc2C)c2c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
